,Survival,Pclass,Sex,Age,Count,AgeGroup
720,survived,middle,female,6.0,1,children
721,deceased,lower,male,17.0,1,children
722,deceased,middle,male,34.0,1,adults
723,deceased,middle,male,50.0,1,adults
724,survived,upper,male,27.0,1,adults
725,deceased,lower,male,20.0,1,adults
726,survived,middle,female,30.0,1,adults
727,survived,lower,female,,1,Seniors
728,deceased,middle,male,25.0,1,adults
729,deceased,lower,female,25.0,1,adults
730,survived,upper,female,29.0,1,adults
731,deceased,lower,male,11.0,1,children
732,deceased,middle,male,,1,Seniors
733,deceased,middle,male,23.0,1,adults
734,deceased,middle,male,23.0,1,adults
735,deceased,lower,male,28.5,1,adults
736,deceased,lower,female,48.0,1,adults
737,survived,upper,male,35.0,1,adults
738,deceased,lower,male,,1,Seniors
739,deceased,lower,male,,1,Seniors
740,survived,upper,male,,1,Seniors
741,deceased,upper,male,36.0,1,adults
742,survived,upper,female,21.0,1,adults
743,deceased,lower,male,24.0,1,adults
744,survived,lower,male,31.0,1,adults
745,deceased,upper,male,70.0,1,Seniors
746,deceased,lower,male,16.0,1,children
747,survived,middle,female,30.0,1,adults
748,deceased,upper,male,19.0,1,Seniors
749,deceased,lower,male,31.0,1,adults
750,survived,middle,female,4.0,1,children
751,survived,lower,male,6.0,1,children
752,deceased,lower,male,33.0,1,adults
753,deceased,lower,male,23.0,1,adults
754,survived,middle,female,48.0,1,adults
755,survived,middle,male,0.67,1,children
756,deceased,lower,male,28.0,1,adults
757,deceased,middle,male,18.0,1,children
758,deceased,lower,male,34.0,1,adults
759,survived,upper,female,33.0,1,adults
760,deceased,lower,male,,1,Seniors
761,deceased,lower,male,41.0,1,adults
762,survived,lower,male,20.0,1,adults
763,survived,upper,female,36.0,1,adults
764,deceased,lower,male,16.0,1,children
765,survived,upper,female,51.0,1,adults
766,deceased,upper,male,,1,Seniors
767,deceased,lower,female,30.5,1,adults
768,deceased,lower,male,,1,Seniors
769,deceased,lower,male,32.0,1,adults
770,deceased,lower,male,24.0,1,adults
771,deceased,lower,male,48.0,1,adults
772,deceased,middle,female,57.0,1,adults
773,deceased,lower,male,,1,Seniors
774,survived,middle,female,54.0,1,adults
775,deceased,lower,male,18.0,1,children
776,deceased,lower,male,,1,Seniors
777,survived,lower,female,5.0,1,children
778,deceased,lower,male,,1,Seniors
779,survived,upper,female,43.0,1,adults
780,survived,lower,female,13.0,1,children
781,survived,upper,female,17.0,1,children
782,deceased,upper,male,29.0,1,adults
783,deceased,lower,male,,1,Seniors
784,deceased,lower,male,25.0,1,adults
785,deceased,lower,male,25.0,1,adults
786,survived,lower,female,18.0,1,children
787,deceased,lower,male,8.0,1,children
788,survived,lower,male,1.0,1,children
789,deceased,upper,male,46.0,1,adults
790,deceased,lower,male,,1,Seniors
791,deceased,middle,male,16.0,1,children
792,deceased,lower,female,,1,Seniors
793,deceased,upper,male,,1,Seniors
794,deceased,lower,male,25.0,1,adults
795,deceased,middle,male,39.0,1,adults
796,survived,upper,female,49.0,1,adults
797,survived,lower,female,31.0,1,adults
798,deceased,lower,male,30.0,1,adults
799,deceased,lower,female,30.0,1,adults
800,deceased,middle,male,34.0,1,adults
801,survived,middle,female,31.0,1,adults
802,survived,upper,male,11.0,1,children
803,survived,lower,male,0.42,1,children
804,survived,lower,male,27.0,1,adults
805,deceased,lower,male,31.0,1,adults
806,deceased,upper,male,39.0,1,adults
807,deceased,lower,female,18.0,1,children
808,deceased,middle,male,39.0,1,adults
809,survived,upper,female,33.0,1,adults
810,deceased,lower,male,26.0,1,adults
811,deceased,lower,male,39.0,1,adults
812,deceased,middle,male,35.0,1,adults
813,deceased,lower,female,6.0,1,children
814,deceased,lower,male,30.5,1,adults
815,deceased,upper,male,,1,Seniors
816,deceased,lower,female,23.0,1,adults
817,deceased,middle,male,31.0,1,adults
818,deceased,lower,male,43.0,1,adults
819,deceased,lower,male,10.0,1,children
820,survived,upper,female,52.0,1,adults
821,survived,lower,male,27.0,1,adults
822,deceased,upper,male,38.0,1,adults
823,survived,lower,female,27.0,1,adults
824,deceased,lower,male,2.0,1,children
825,deceased,lower,male,,1,Seniors
826,deceased,lower,male,,1,Seniors
827,survived,middle,male,1.0,1,children
828,survived,lower,male,,1,Seniors
829,survived,upper,female,62.0,1,adults
830,survived,lower,female,15.0,1,children
831,survived,middle,male,0.83,1,children
832,deceased,lower,male,,1,Seniors
833,deceased,lower,male,23.0,1,adults
834,deceased,lower,male,18.0,1,children
835,survived,upper,female,39.0,1,adults
836,deceased,lower,male,21.0,1,adults
837,deceased,lower,male,,1,Seniors
838,survived,lower,male,32.0,1,adults
839,survived,upper,male,,1,Seniors
840,deceased,lower,male,20.0,1,adults
841,deceased,middle,male,16.0,1,children
842,survived,upper,female,30.0,1,adults
843,deceased,lower,male,34.5,1,adults
844,deceased,lower,male,17.0,1,children
845,deceased,lower,male,42.0,1,adults
846,deceased,lower,male,,1,Seniors
847,deceased,lower,male,35.0,1,adults
848,deceased,middle,male,28.0,1,adults
849,survived,upper,female,,1,Seniors
850,deceased,lower,male,4.0,1,children
851,deceased,lower,male,74.0,1,Seniors
852,deceased,lower,female,9.0,1,children
853,survived,upper,female,16.0,1,children
854,deceased,middle,female,44.0,1,adults
855,survived,lower,female,18.0,1,children
856,survived,upper,female,45.0,1,adults
857,survived,upper,male,51.0,1,adults
858,survived,lower,female,24.0,1,adults
859,deceased,lower,male,,1,Seniors
860,deceased,lower,male,41.0,1,adults
861,deceased,middle,male,21.0,1,adults
862,survived,upper,female,48.0,1,adults
863,deceased,lower,female,,1,Seniors
864,deceased,middle,male,24.0,1,adults
865,survived,middle,female,42.0,1,adults
866,survived,middle,female,27.0,1,adults
867,deceased,upper,male,31.0,1,adults
868,deceased,lower,male,,1,Seniors
869,survived,lower,male,4.0,1,children
870,deceased,lower,male,26.0,1,adults
871,survived,upper,female,47.0,1,adults
872,deceased,upper,male,33.0,1,adults
873,deceased,lower,male,47.0,1,adults
874,survived,middle,female,28.0,1,adults
875,survived,lower,female,15.0,1,children
876,deceased,lower,male,20.0,1,adults
877,deceased,lower,male,19.0,1,Seniors
878,deceased,lower,male,,1,Seniors
879,survived,upper,female,56.0,1,adults
880,survived,middle,female,25.0,1,adults
881,deceased,lower,male,33.0,1,adults
882,deceased,lower,female,22.0,1,adults
883,deceased,middle,male,28.0,1,adults
884,deceased,lower,male,25.0,1,adults
885,deceased,lower,female,39.0,1,adults
886,deceased,middle,male,27.0,1,adults
887,survived,upper,female,19.0,1,Seniors
888,deceased,lower,female,,1,Seniors
889,survived,upper,male,26.0,1,adults
890,deceased,lower,male,32.0,1,adults
